Word,Synonyms
husband,"husband, hubby, married man, conserve, economize, economise"
tray,tray
snoring,"snore, snoring, stertor, saw wood, saw logs"
bowls,"lawn bowling, bowls, bowl, trough, bowlful, stadium, arena, sports stadium, bowling ball, pipe bowl, roll"
soup,soup
yesterday,yesterday
whined,"whine, snivel, squeak, screech, creak, screak, skreak, grizzle, yammer, yawp"
smaller,"smaller, littler, small, little, minor, modest, small-scale, pocket-size, pocket-sized, humble, low, lowly, minuscule, belittled, diminished"
dozed,"snooze, drowse, doze"
pouring,"pour, swarm, stream, teem, pullulate, decant, pour out, pelt, rain cats and dogs, rain buckets, gushing, pouring"
stead,"stead, position, place, lieu"
broth,"broth, stock"
draped,"drape, clothe, cloak, robe, cloaked, clothed, draped, mantled, wrapped"
pallet,"palette, pallet"
dear,"beloved, dear, dearest, honey, love, lamb, darling, good, near, devout, earnest, heartfelt, costly, high-priced, pricey, pricy, dearly, affectionately"
die,"die, dice, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it, fail, go bad, give way, give out, conk out, break, break down, die out, pall, become flat"
piped,"shriek, shrill, pipe up, pipe, shoot, pip, hit, worst, mop up, whip, rack up"
bites,"bite, morsel, bit, sting, insect bite, collation, snack, pungency, sharpness, raciness, chomp, seize with teeth, burn, prick"
delirious,"delirious, hallucinating, excited, frantic, mad, unrestrained"
past,"past, past times, yesteryear, past tense, preceding, retiring, by"
feed,"feed, provender, give, feed in, eat, run, flow, course, prey, feast, fertilize, fertilise, tip, fee, bung"
reach,"range, reach, scope, orbit, compass, ambit, reaching, stretch, grasp, make, attain, hit, arrive at, gain, reach out, get through, get hold of, contact, achieve, accomplish, extend to, touch, get to, progress to, pass, hand, pass on, turn over, give, strive, strain"
cupboard,"cupboard, closet"
dug,"dug, dig, delve, cut into, turn over, dig out, labor, labour, toil, fag, travail, grind, drudge, moil, dig up, excavate, hollow, jab, prod, stab, poke, grok, get the picture, comprehend, savvy, grasp, compass, apprehend"
biscuit,"biscuit, cookie, cooky"
stake,"interest, stake, post, stakes, bet, wager, venture, hazard, adventure, jeopardize, bet on, back, gage, game, punt, impale"
trusts,"trust, reliance, trustingness, trustfulness, corporate trust, combine, cartel, faith, confidence, swear, rely, bank, believe, hope, desire, entrust, intrust, confide, commit"
uncomfortable,uncomfortable
exam,"examination, exam, test"
postal,postal
funerals,funeral
alive,"alive, live, animated, active, alert, awake"
bodies,"body, organic structure, physical structure, dead body, torso, trunk, consistency, consistence, eubstance, soundbox, personify"
stamped,"stomp, stamp, stump, pigeonhole, stereotype, emboss, boss"
brakes,"brake system, brakes, brake, bracken, pasture brake, Pteridium aquilinum"
annoying,"annoyance, annoying, irritation, vexation, annoy, rag, get to, bother, get at, irritate, rile, nark, nettle, gravel, vex, chafe, devil, bothersome, galling, irritating, nettlesome, pesky, pestering, pestiferous, plaguy, plaguey, teasing, vexatious, vexing"
praise,"praise, congratulations, kudos, extolment"
touch,"touch, touching, sense of touch, skin senses, touch modality, cutaneous senses, trace, ghost, signature, hint, tinge, mite, pinch, jot, speck, soupcon, contact, spot, touch sensation, tactual sensation, tactile sensation, feeling, stir, refer, pertain, relate, concern, come to, bear on, touch on, have-to doe with, adjoin, meet, affect, impact, bear upon, reach, extend to, equal, rival, match, disturb, allude, advert, partake, tint, tinct"
spinning,"spinning, spin, spin around, whirl, reel, gyrate, birl, twirl, spin out"
impressed,"affect, impress, move, strike, ingrain, instill, imprint, print, shanghai, yarn-dye, impressed"
scare,"panic, scare, panic attack, frighten, fright, affright, daunt, dash, scare off, pall, frighten off, scare away, frighten away"
adult,"adult, grownup, big, full-grown, fully grown, grown, pornographic"
branch,"branch, subdivision, arm, leg, ramification, outgrowth, offshoot, offset, limb, ramify, fork, furcate, separate"
snort,"snicker, snort, snigger, boo, hoot, Bronx cheer, hiss, raspberry, razzing, razz, bird, huff, take a hit"
backseat,backseat
blankets,"blanket, cover, mantle"
thousandth,"thousandth, one-thousandth, 1000th"
coldest,"cold, stale, dusty, moth-eaten, frigid, cold-blooded, inhuman, insensate"
believed,"believe, think, consider, conceive, trust"
choice,"choice, pick, selection, option, alternative, prime, prize, quality, select"
praying,"pray, beg, implore"
packed,"pack, bundle, wad, compact, carry, take, throng, mob, pile, jam, backpack, tamp down, tamp, load down, jammed, jam-packed, packed"
thermos,"thermos, thermos bottle, thermos flask"
coffee,"coffee, java, coffee tree, coffee bean, coffee berry, chocolate, deep brown, umber, burnt umber"
surrounded,"surround, environ, ring, skirt, border, smother, besiege, beleaguer, hem in, circumvent, wall, palisade, fence, fence in, surrounded, encircled"
steaming,"steamer, steam, steam clean, steaming, steamy, piping"
fever’d,unavailable
fever’d,
mist,"mist, mist over, obscure, befog, becloud, obnubilate, haze over, fog, cloud"
cook,"cook, Cook, James Cook, Captain Cook, Captain James Cook, fix, ready, make, prepare, fudge, manipulate, fake, falsify, wangle, misrepresent"
mug,"mug, mugful, chump, fool, gull, mark, patsy, fall guy, sucker, soft touch, countenance, physiognomy, phiz, visage, kisser, smiler"
chocolate,"cocoa, chocolate, hot chocolate, drinking chocolate, coffee, deep brown, umber, burnt umber"
replied,"answer, reply, respond"
exhaled,"exhale, expire, breathe out, give forth, emanate"
confidently,confidently
sacks,"sack, poke, paper bag, carrier bag, pouch, sac, pocket, sackful, sacque, hammock, chemise, shift, dismissal, dismission, discharge, firing, liberation, release, sacking, plunder, displace, fire, give notice, can, dismiss, give the axe, send away, force out, give the sack, terminate, net, sack up, clear"
flour,flour
loading,"load, loading, burden, cargo, lading, freight, payload, shipment, consignment, lade, laden, load up, charge, adulterate, stretch, dilute, debase"
parked,"park, parked"
lobby,"anteroom, antechamber, entrance hall, hall, foyer, lobby, vestibule, pressure group, third house, buttonhole"
needle,"acerate leaf, needle, phonograph needle, goad"
thread,"thread, yarn, ribbon, train of thought, screw thread, weave, wind, meander, wander, string, draw"
borrowed,"borrow, adopt, take over, take up"
training,"training, preparation, grooming, education, breeding, train, develop, prepare, educate, discipline, check, condition, groom, school, cultivate, civilize, civilise, aim, take, take aim, direct, coach, rail, trail"
$,unavailable
$,
safe,"safe, condom, rubber, safety, prophylactic, dependable, good, secure"
doctors,"doctor, doc, physician, MD, Dr., medico, Doctor of the Church, Doctor, sophisticate, doctor up, repair, mend, fix, bushel, furbish up, restore, touch on"
knee,"knee, knee joint, human knee, articulatio genus, genu, stifle"
skinned,"clamber, scramble, shin, shinny, skin, struggle, sputter, scrape, bark, peel, pare, skinned"
glove,"baseball glove, glove, baseball mitt, mitt, boxing glove"
keeps,"support, keep, livelihood, living, bread and butter, sustenance, donjon, dungeon, hold, maintain, continue, go on, proceed, go along, hold on, prevent, observe, retain, keep on, sustain, stay fresh, celebrate, restrain, keep back, hold back, preserve, keep open, hold open, save"
sake,"sake, interest, saki, rice beer"
risk,"hazard, jeopardy, peril, risk, endangerment, danger, risk of infection, risk of exposure, put on the line, lay on the line, gamble, chance, take chances, adventure, run a risk, take a chance"
member,"member, fellow member, extremity, appendage, penis, phallus"
trusting,"trust, swear, rely, bank, believe, hope, desire, entrust, intrust, confide, commit, trustful, trusting"
fainted,"faint, conk, swoon, pass out"
key,"key, tonality, samara, key fruit, Key, Francis Scott Key, cay, Florida key, paint, winder, keystone, headstone, identify, discover, key out, distinguish, describe, name, cardinal, central, fundamental, primal"
bales,"bale, Basel, Basle, Bale"
hidden,"hide, conceal, hide out, shroud, enshroud, cover, obscure, blot out, obliterate, veil, concealed, hidden, out of sight, secret"
bags,"bag, base, handbag, pocketbook, purse, bagful, traveling bag, travelling bag, grip, suitcase, old bag, udder, cup of tea, dish, bulge, pocket"
twice,"twice, doubly, double"
blisters,"blister, bulla, bleb, vesicate, scald, whip"
custom,"custom, usage, usance, tradition, customs, customs duty, impost, custom-made"
weighs,"weigh, consider, count, librate, matter, press"
loan,"loan, loanword, lend"
ripped,"rend, rip, rive, pull"
buttons,"button, push button, push, clitoris, clit, release"
monthly,monthly
oath,"curse, curse word, expletive, oath, swearing, swearword, cuss"
convince,"convert, win over, convince"
discovered,"detect, observe, find, discover, notice, learn, hear, get word, get wind, pick up, find out, get a line, see, fall upon, strike, come upon, light upon, chance upon, come across, chance on, happen upon, attain, unwrap, disclose, let on, bring out, reveal, expose, divulge, break, give away, let out, identify, key, key out, distinguish, describe, name, ascertained, discovered, observed"
contact,"contact, physical contact, impinging, striking, middleman, liaison, link, inter-group communication, tangency, touch, contact lens, reach, get through, get hold of, adjoin, meet"
rude,"ill-mannered, bad-mannered, rude, unmannered, unmannerly, ill-bred, bounderish, lowbred, underbred, yokelish, uncivil, natural, raw, crude, primitive"
weighed,"weigh, consider, count, librate, matter, press"
deciding,"decision making, deciding, decide, make up one's mind, determine, settle, resolve, adjudicate, determinant, determinative, determining"
wrists,"wrist, carpus, wrist joint, radiocarpal joint, articulatio radiocarpea"
slit,"slit, cunt, puss, pussy, snatch, twat, incision, scratch, prick, dent, slice"
fake,"fake, sham, postiche, imposter, impostor, pretender, faker, fraud, shammer, pseudo, pseud, role player, juke, forge, counterfeit, fudge, manipulate, falsify, cook, wangle, misrepresent, talk through one's hat, bullshit, bull, bogus, phony, phoney, bastard, false, faux, imitation, simulated"
drummed,"drum, beat, thrum, cram, grind away, bone up, swot, get up, mug up, swot up, bone"
steering,"guidance, steering, direction, steerage, steer, maneuver, manoeuver, manoeuvre, direct, point, head, guide, channelize, channelise"
wheel,"wheel, steering wheel, roulette wheel, rack, bicycle, bike, cycle, wheel around, roll, pedal"
cell,"cell, electric cell, cadre, cellular telephone, cellular phone, cellphone, mobile phone, cubicle, jail cell, prison cell"
tonics,"tonic, tonic water, quinine water, pop, soda, soda pop, soda water, keynote, restorative"
basin,"basin, basinful, river basin, watershed, drainage basin, catchment area, catchment basin, drainage area, washbasin, washbowl, washstand, lavatory"
creams,"cream, pick, ointment, emollient, bat, clobber, drub, thrash, lick, skim, skim off, cream off"
settled,"settle, settle down, decide, resolve, adjudicate, square off, square up, determine, locate, reconcile, patch up, make up, conciliate, sink, go down, go under, root, take root, steady down, subside, ensconce, get back, finalize, finalise, nail down, fall, descend, settled, colonized, colonised"
rods,"rod, perch, pole, rod cell, retinal rod, gat"
chairs,"chair, professorship, president, chairman, chairwoman, chairperson, electric chair, death chair, hot seat, moderate, lead"
lean,"tilt, list, inclination, lean, leaning, tip, slant, angle, tend, be given, incline, run, thin, skimpy"
alike,"alike, similar, like, likewise"
kick,"kick, boot, kicking, bang, charge, rush, flush, thrill, recoil, gripe, beef, bitch, squawk, kick back, give up, complain, plain, sound off, quetch, kvetch"
lonely,"alone, lone, lonely, solitary, lonesome, unfrequented"
stink,"malodor, malodour, stench, stink, reek, fetor, foetor, mephitis"
rocking,"rock, sway, shake"
sharecroppers,"sharecropper, cropper, sharecrop farmer"
born,"Born, Max Born, bear, give birth, deliver, birth, have, digest, endure, stick out, stomach, stand, tolerate, support, brook, abide, suffer, put up, turn out, take over, accept, assume, hold, carry, contain, yield, pay, wear, behave, acquit, deport, conduct, comport, have a bun in the oven, gestate, expect, born, natural, innate"
haircuts,haircut
land,"land, ground, soil, domain, demesne, dry land, earth, solid ground, terra firma, country, state, kingdom, realm, estate, landed estate, acres, nation, commonwealth, res publica, body politic, Land, Din Land, Edwin Herbert Land, farming, set down, put down, bring down, bring, set ashore, shore, down, shoot down"
low,"low, depression, Low, David Low, Sir David Low, Sir David Alexander Cecil Low, first gear, first, low gear, moo, low-toned, low-pitched, abject, low-down, miserable, scummy, scurvy, humble, lowly, modest, small, depleted, broken, crushed, humbled, humiliated, gloomy, grim, blue, depressed, dispirited, down, downcast, downhearted, down in the mouth, low-spirited"
lighter,"igniter, ignitor, lighter, light, barge, flatboat, hoy, light-colored, unaccented, weak, clean, clear, unclouded, lightsome, tripping, faint, swooning, light-headed, lightheaded, abstemious, scant, short, idle, lite, low-cal, calorie-free, wakeful, easy, loose, promiscuous, sluttish, wanton"
perfect,"perfective, perfective tense, perfect, perfect tense, hone, arrant, complete, consummate, double-dyed, everlasting, gross, pure, sodding, stark, staring, thoroughgoing, utter, unadulterated"
profits,"net income, net, net profit, lucre, profit, profits, earnings, winnings, win, gain, benefit, turn a profit"
dividing,"divide, split, split up, separate, dissever, carve up, fraction, part, disunite"
treated,"treat, handle, do by, process, care for, cover, plow, deal, address, regale, treated, tempered, hardened, toughened"
honest,"honest, honorable, dependable, reliable, true, good, fair"
means,"means, agency, way, substance, mean, mean value, intend, entail, imply, signify, stand for, think, think of, have in mind"
happen,"happen, hap, go on, pass off, occur, pass, fall out, come about, take place, befall, bechance, materialize, materialise, find, chance, bump, encounter"
rooms,"suite, rooms, room, way, elbow room, board"
cracked,"crack, check, break, snap, break through, crack up, crock up, break up, collapse, chapped, cracked, roughened, alligatored, balmy, barmy, bats, batty, bonkers, buggy, crackers, daft, dotty, fruity, haywire, kooky, kookie, loco, loony, loopy, nuts, nutty, round the bend, around the bend, wacky, whacky"
sharecropping,unavailable
sharecropping,
penny,"penny, cent, centime"
farming,"farming, agriculture, husbandry, land, farm, grow, raise, produce, agrarian, agricultural"
owed,owe
catfish,"catfish, mudcat, wolffish, wolf fish, siluriform fish"
milking,milk
arrested,"collar, nail, apprehend, arrest, pick up, nab, cop, check, turn back, stop, contain, hold back, catch, get, halt, hold"
rescued,"rescue, deliver, rescued, reclaimed"
meowing,"meow, mew"
sleek,"slick, sleek, streamlined, aerodynamic, flowing, satiny, silken, silky, silklike"
goodnight,unavailable
goodnight,
climbed,"climb, climb up, mount, go up, wax, rise"
pebbles,pebble
mama’d,unavailable
mama’d,
snare,"trap, snare, snare drum, side drum, gin, noose, entrap, ensnare, trammel, hook"
bedroom,"bedroom, sleeping room, sleeping accommodation, chamber, bedchamber"
changing,"change, alter, modify, vary, switch, shift, exchange, commute, convert, interchange, transfer, deepen, changing, ever-changing"
pajamas,"pajama, pyjama, pj's, jammies"
bothered,"trouble oneself, trouble, bother, inconvenience oneself, annoy, rag, get to, get at, irritate, rile, nark, nettle, gravel, vex, chafe, devil, put out, inconvenience, disoblige, discommode, incommode, bothered, daunted, fazed"
danced,"dance, trip the light fantastic, trip the light fantastic toe"
study,"survey, study, work, report, written report, discipline, subject, subject area, subject field, field, field of study, bailiwick, sketch, cogitation, analyze, analyse, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate"
lantern,lantern
kerosene,"kerosene, kerosine, lamp oil, coal oil"
mantel,"mantel, mantelpiece, mantle, mantlepiece, chimneypiece"
squeak,"squeak, close call, close shave, squeaker, narrow escape, whine, screech, creak, screak, skreak"
rockers,"rockers, bikers, rocker, rock 'n' roll musician, rocking chair, cradle"
brushed,"brush, sweep, brushed, fleecy, napped"
faded,"fade, melt, wither, evanesce, blow over, pass off, fleet, pass, languish, bleached, faded, washed-out, washy, attenuate, attenuated, weakened"
heading,"heading, header, head, bearing, aim, drift, gallery, lead, head up, steer, maneuver, manoeuver, manoeuvre, direct, point, guide, channelize, channelise"
hammered,"hammer, forge, hammered"
sawed,saw
singing,"singing, vocalizing, tattle, telling, sing, whistle, spill the beans, let the cat out of the bag, talk, blab, peach, babble, babble out, blab out, singe, swinge, scorch, sear, cantabile"
candle,"candle, taper, wax light, candela, cd, standard candle"
light,"light, visible light, visible radiation, light source, luminosity, brightness, brightness level, luminance, luminousness, illumination, lightness, lighting, sparkle, twinkle, spark, Inner Light, Light, Light Within, Christ Within, lighter, igniter, ignitor, illume, illumine, light up, illuminate, fire up, alight, perch, ignite, fall, unhorse, dismount, get off, get down, light-colored, unaccented, weak, clean, clear, unclouded, lightsome, tripping, faint, swooning, light-headed, lightheaded, abstemious, scant, short, idle, lite, low-cal, calorie-free, wakeful, easy, loose, promiscuous, sluttish, wanton, lightly"
lit,"literature, lit, light, illume, illumine, light up, illuminate, fire up, alight, perch, ignite, fall, unhorse, dismount, get off, get down, illuminated, lighted, well-lighted"
freeing,"liberation, release, freeing, free, liberate, unloose, unloosen, loose, rid, disembarrass, dislodge, exempt, relieve, discharge, disengage, absolve, justify, relinquish, resign, give up, unblock, unfreeze"
breaking,"breakage, break, breaking, interrupt, separate, split up, fall apart, come apart, bust, transgress, offend, infract, violate, go against, breach, break out, break away, burst, erupt, break off, discontinue, stop, break in, better, unwrap, disclose, let on, bring out, reveal, discover, expose, divulge, give away, let out, fail, go bad, give way, die, give out, conk out, go, break down, dampen, damp, soften, weaken, part, split, break up, demote, bump, relegate, kick downstairs, bankrupt, ruin, smash, collapse, fall in, cave in, give, founder, break dance, break-dance, wear, wear out, snap off, get out, get around, pause, intermit, recrudesce, develop, crack, check, fracture"
law,"law, jurisprudence, natural law, law of nature, legal philosophy, practice of law, police, police force, constabulary"
snatch,"snatch, bit, cunt, puss, pussy, slit, twat, kidnapping, catch, grab, snap, snatch up, kidnap, nobble, abduct"
market,"market, marketplace, market place, grocery store, grocery, food market, securities industry, mart, commercialize, commercialise"
chinese,"Chinese, Taiwanese, Formosan"
daylight,"day, daytime, daylight"
poisoned,"poison, envenom"
spoon,"spoon, spoonful, smooch"
silver,"silver, Ag, atomic number 47, ash grey, ash gray, silver grey, silver gray, flatware, silver medal, silvern, silvery, argent, silverish, eloquent, facile, fluent, silver-tongued, smooth-spoken"
tea,"tea, afternoon tea, teatime, Camellia sinensis, tea leaf"
staircase,"stairway, staircase"
cradled,cradle
cake,"cake, bar, patty, coat"
pound,"pound, lb, British pound, British pound sterling, pound sterling, quid, Syrian pound, Sudanese pound, Lebanese pound, Irish pound, Irish punt, punt, Egyptian pound, Cypriot pound, lbf., Pound, Ezra Pound, Ezra Loomis Pound, pound sign, dog pound, hammer, hammering, pounding, thump, poke, ram, ram down, lumber, beat, pound off, pound up, impound"
image,"image, mental image, persona, picture, icon, ikon, prototype, paradigm, epitome, trope, figure of speech, figure, double, look-alike, range, range of a function, effigy, simulacrum, visualize, visualise, envision, project, fancy, see"
sugar,"sugar, refined sugar, carbohydrate, saccharide, boodle, bread, cabbage, clams, dinero, dough, gelt, kale, lettuce, lolly, lucre, loot, moolah, pelf, scratch, shekels, simoleons, wampum, saccharify"
lid,"eyelid, lid, palpebra, hat, chapeau"
dumped,"dump, ditch, underprice, plunge, deck, coldcock, knock down, floor"
remind,"remind, prompt, cue"
tremble,"tremble, shiver, shake"
stab,"pang, stab, twinge, thrust, knife thrust, shot, knife, jab, prod, poke, dig"
spitting,"spit, spitting, expectoration, ptyalize, ptyalise, spew, spue, spit out, sprinkle, spatter, patter, pitter-patter, skewer"
slice,"slice, piece, cut, gash, slash, fade, slicing, slit, slice up"
fault,"mistake, error, fault, defect, flaw, demerit, faulting, geological fault, shift, fracture, break, blame"
scuttled,"scurry, scamper, skitter, scuttle"
raccoon,"raccoon, racoon"
wheelbarrow,"barrow, garden cart, lawn cart, wheelbarrow"
hide,"hide, fell, pelt, skin, conceal, hide out, shroud, enshroud, cover, obscure, blot out, obliterate, veil"
cot,"fingerstall, cot, crib, camp bed"
noose,"snare, gin, noose, running noose, slip noose"
boost,"boost, encouragement, rise, hike, cost increase, hike up, promote, advance, further, encourage, supercharge"
ceiling,"ceiling, roof, cap"
slid,"skid, slip, slue, slew, slide, slither"
prison,"prison, prison house"
practiced,"practice, practise, exercise, do, drill, rehearse, apply, use, commit, adept, expert, good, practiced, proficient, skillful, skilful, practised"
hangman,hangman
studied,"analyze, analyse, study, examine, canvass, canvas, consider, learn, read, take, hit the books, meditate, contemplate, studied"
battle,"battle, conflict, fight, engagement, struggle, combat"
lock,"lock, curl, ringlet, whorl, lock chamber, ignition lock, engage, mesh, operate, interlock, interlace, lock in, lock away, put away, shut up, shut away, lock up"
wake,"aftermath, wake, backwash, Wake Island, Wake, viewing, wake up, awake, arouse, awaken, come alive, waken, inflame, stir up, ignite, heat, fire up, rouse"
trips,"trip, slip, head trip, tripper, trip-up, stumble, misstep, trip up, travel, jaunt, actuate, trigger, activate, set off, spark off, spark, trigger off, touch off, trip out, turn on, get off"
buttoned,"button, buttoned, fastened"
legs,"legs, leg, branch, ramification, peg, wooden leg, pegleg, stage"
morgue,"morgue, mortuary, dead room"
whiskey,"whiskey, whisky"
disgusting,"disgust, gross out, revolt, repel, nauseate, sicken, churn up, disgusting, disgustful, distasteful, foul, loathly, loathsome, repellent, repellant, repelling, revolting, skanky, wicked, yucky"
sheets,"sheet, piece of paper, sheet of paper, bed sheet, plane, tabloid, rag, flat solid, tack, mainsheet, weather sheet, shroud, sail, canvas, canvass"
peed,"make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water"
realistic,"realistic, naturalistic"
dipped,"dunk, dip, souse, plunge, douse, dim, sink, duck, dipped, lordotic, swayback, swaybacked"
stripped,"deprive, strip, divest, undress, discase, uncase, unclothe, strip down, disrobe, peel, leach, denude, bare, denudate, plunder, despoil, loot, reave, rifle, ransack, pillage, foray, clean, dismantle, disinvest, stripped, stripped-down"
claws,"claw, hook, chela, nipper, pincer"
clattering,"clatter, clack, brattle"
wriggled,"writhe, wrestle, wriggle, worm, squirm, twist"
lugged,"lug, tote, tug, stuff, choke up, block"
lifted,"raise, lift, elevate, get up, bring up, rise, arise, move up, go up, come up, uprise, revoke, annul, countermand, reverse, repeal, overturn, rescind, vacate, pilfer, cabbage, purloin, pinch, abstract, snarf, swipe, hook, sneak, filch, nobble, hoist, wind, rear, plagiarize, plagiarise, rustle, airlift, face-lift, upraised, lifted"
slipping,"steal, slip, skid, slue, slew, slide, drop off, drop away, fall away, err, mistake, sneak, slip one's mind, dislocate, luxate, splay, slipping, slithering"
unbalanced,"unbalance, derange, unbalanced, imbalanced, brainsick, crazy, demented, disturbed, mad, sick, unhinged"
warn,"warn, discourage, admonish, monish"
beneath,"below, at a lower place, to a lower place, beneath"
agreed,"agree, hold, concur, concord, match, fit, correspond, check, jibe, gibe, tally, harmonize, harmonise, consort, accord, fit in, agreed, in agreement"
gag,"joke, gag, laugh, jest, jape, muzzle, choke, fret, quip, strangle, suffocate, heave, retch"
clearly,"clearly, intelligibly, understandably, distinctly, clear"
bye,"bye, pass, adieu, adios, arrivederci, auf wiedersehen, au revoir, bye-bye, cheerio, good-by, goodby, good-bye, goodbye, good day, sayonara, so long"
hoping,"hope, trust, desire, go for, hop, skip, hop-skip"
fleshy,"fleshy, heavy, overweight, sarcoid"
hammer,"hammer, cock, malleus, mallet, power hammer, pound, hammering, pounding, forge"
stone,"rock, stone, gem, gemstone, pit, endocarp, Stone, Harlan Stone, Harlan F. Stone, Harlan Fisk Stone, Oliver Stone, Lucy Stone, I. F. Stone, Isidor Feinstein Stone, Harlan Fiske Stone, Edward Durell Stone, lapidate"
nails,"nail, collar, apprehend, arrest, pick up, nab, cop, smash, boom, blast, nail down, peg, breeze through, ace, pass with flying colors, sweep through, sail through, pinpoint, complete"
pry,"crowbar, wrecking bar, pry, pry bar, prise, prize, lever, jimmy, intrude, horn in, nose, poke"
dreamt,"dream, daydream, woolgather, stargaze"
fools,"fool, sap, saphead, muggins, tomfool, chump, gull, mark, patsy, fall guy, sucker, soft touch, mug, jester, motley fool, befool, fritter, frivol away, dissipate, shoot, fritter away, fool away, dupe, slang, cod, put on, take in, put one over, put one across, horse around, arse around, fool around"
corpse,"cadaver, corpse, stiff, clay, remains"
condition,"condition, status, precondition, stipulation, circumstance, consideration, shape, term, experimental condition, discipline, train, check, stipulate, qualify, specify"
gray,"gray, grayness, grey, greyness, Gy, Gray, Louis Harold Gray, Thomas Gray, Robert Gray, Asa Gray, greyish, grayish, grey-haired, gray-haired, grey-headed, gray-headed, grizzly, hoar, hoary, white-haired"
bristles,"bristle, abound, burst, uprise, stand up"
popping,"pop, popping, start, protrude, pop out, bulge, bulge out, bug out, come out, crop up, pop up, toss off, bolt down, belt down, pour down, down, drink down, kill"
patients,"patient, affected role, patient role"
relieved,"relieve, alleviate, palliate, assuage, take over, exempt, free, still, allay, ease, salvage, salve, save, unbosom, remedy, excuse, let off, lighten, alleviated, eased, relieved, jutting, projected, projecting, protruding, sticking, sticking out"
disappointed,"disappoint, let down, defeated, disappointed, discomfited, foiled, frustrated, thwarted"
slightly,"slightly, somewhat, more or less, slenderly, slimly"
stream,"stream, watercourse, flow, current, pour, swarm, teem, pullulate, pelt, rain cats and dogs, rain buckets, well out"
tinkle,"ting, tinkle, tink, clink, chink"
sweat,"perspiration, sweat, sudor, fret, stew, lather, swither, effort, elbow grease, exertion, travail, sudate, perspire"
joined,"join, fall in, get together, bring together, conjoin, connect, link, link up, unite, joined, united, coupled, linked"
rub,"hang-up, hitch, rub, snag, wipe, fray, fret, chafe, scratch, itch"
panted,"pant, puff, gasp, heave"
nail,"nail, collar, apprehend, arrest, pick up, nab, cop, smash, boom, blast, nail down, peg, breeze through, ace, pass with flying colors, sweep through, sail through, pinpoint, complete"
identify,"identify, place, name, discover, key, key out, distinguish, describe"
certificate,"certificate, certification, credential, credentials, security"
louder,"loud, brassy, cheap, flash, flashy, garish, gaudy, gimcrack, meretricious, tacky, tatty, tawdry, trashy, forte"
wailed,"howl, ululate, wail, roar, yawl, yaup, whimper, mewl, pule"
colic,"colic, intestinal colic, gripes, griping"
kindly,"charitable, benevolent, kindly, sympathetic, good-hearted, openhearted, large-hearted"
wiped,"wipe, pass over"
tears,"crying, weeping, tears, tear, teardrop, rip, rent, snag, split, bust, binge, bout, rupture, snap, shoot, shoot down, charge, buck, pluck, pull, deplume, deplumate, displume"
suicide,"suicide, self-destruction, self-annihilation, felo-de-se"
grimly,grimly
shame,"shame, disgrace, ignominy, pity, dishonor, dishonour, attaint"
endure,"digest, endure, stick out, stomach, bear, stand, tolerate, support, brook, abide, suffer, put up, weather, brave, brave out, survive, last, live, live on, go, hold up, hold out, wear, prevail, persist, die hard, run"
peg,"peg, nog, pin, stick, wooden leg, leg, pegleg, thole, tholepin, rowlock, oarlock, nail down, nail, peg down"
dreams,"dream, dreaming, ambition, aspiration, pipe dream, daydream, woolgather, stargaze"
putting,"putt, putting, put, set, place, pose, position, lay, frame, redact, cast, couch, assign, invest, commit, arrange, set up, order"
glimpse,"glance, glimpse, coup d'oeil"
byes,"bye, pass, adieu, adios, arrivederci, auf wiedersehen, au revoir, bye-bye, cheerio, good-by, goodby, good-bye, goodbye, good day, sayonara, so long"
ditch,"ditch, chuck, dump, trench"
buy,"bargain, buy, steal, purchase, bribe, corrupt, grease one's palms"
ticket,"ticket, tag, slate, just the ticket, fine"
breaths,"breath, breather, breathing place, breathing space, breathing spell, breathing time, hint, intimation"
official,"official, functionary, prescribed"
pillow,"pillow, rest"
fireplace,"fireplace, hearth, open fireplace"
papers,"document, written document, papers, paper, composition, report, theme, newspaper, newspaper publisher, wallpaper"
folks,"folks, folk, common people, tribe, family, family line, kinfolk, kinsfolk, sept, phratry, folk music, ethnic music"
gallows,gallows
wiping,"wipe, pass over"
cornered,"corner, tree, at bay, cornered, trapped, treed"
starve,"starve, hunger, famish, crave, thirst, lust"
funeral,funeral
planned,"plan, be after, project, contrive, design, planned, aforethought, plotted"
savings,"savings, nest egg, economy, saving, rescue, deliverance, delivery, preservation, salvage, salve, relieve, save, preserve, carry through, pull through, bring through, lay aside, save up, make unnecessary, deliver, redeem, spare, economize, economise, keep open, hold open, keep, write"
leftover,"leftover, remnant, left over, left, odd, remaining, unexpended"
short,"short, short circuit, shortstop, short-change, short-circuit, little, inadequate, poor, unretentive, forgetful, light, scant, shortsighted, unforesightful, myopic, brusque, brusk, curt, abruptly, suddenly, dead, unawares, curtly, shortly"
actual,"actual, existent, genuine, literal, real, factual"
suitcase,"bag, traveling bag, travelling bag, grip, suitcase"
contained,"incorporate, contain, comprise, hold, bear, carry, control, hold in, check, curb, moderate, take, turn back, arrest, stop, hold back, contained"
